title,review,summary,vader_sentiment,vader_score,topic
Mosby's Medical Dictionary,This dictionary is a great resource. It is full of wonderful color pictures and are very interesting. This book has helped me in many of my classes this semester.,This dictionary is a great resource. It is full of wonderful color pictures and are very interesting. This book has helped me in many of my classes this semester.,positive,0.8955,5
Absolutely Useless,"I was very excited, but i should have listened to the other reviews on this product. It sharpened about half of the first pencil and then stalled. I tried cleaning out the shavings tray, different pencils, different amounts of pressure on the pencils and nothing worked. The motor completely stopped working after that first half of a pencil. I am returning it and will not be buying anything from X-acto ever again!!!","I was very excited, but i should have listened to the other reviews on this product. It sharpened about half of the first pencil and then stalled. I tried cleaning out the shavings tray, different pencils, different amounts of pressure on the pencils and nothing worked.",negative,-0.8345,4
all i can say is great flick!,"Made in 1930's was very shocking for it's time.goba ,gobble, goba, gobble...we except her. one of us,one of us!Really great film.","Made in 1930's was very shocking for it's time.goba ,gobble, goba, gobble...we except her. one of us,one of us!Really great film.",positive,0.7777,5
To be honest....,To be 100% honest i thought the movie was boring and too sappy for a cartoon.The old guy got on my nerves and the movie was just so unlike adam.I mean come on we all know he could have done way better than this stupid movie.Im sorry but i just think the movie was horrible.,To be 100% honest i thought the movie was boring and too sappy for a cartoon.The old guy got on my nerves and the movie was just so unlike adam.I mean come on we all know he could have done way better than this stupid movie.Im sorry but i just think the movie was horrible.,negative,-0.6369,3
Do they like making people look stupid at work?,"The pants have so much wrong with them, plus they look awful. It is my guess that dickies enjoys making money at the expense of the customer, both by making them pay too much for them and making them look stupid wearing them.1.) CARDBOARD PANTS. They are STIFF. Wash them 100 times and I guarantee you they will still feel like cardboard.2.) They are so tapered they barely fit over any boots you wear. Your feet look enormous next to these skinny pants. NO ROOM!!3.) They ride so high on your waist it is uncomfortable4.) They aren't sized properly, a 36 is a 34, 34 is 32 etc.....STAY AWAY.","The pants have so much wrong with them, plus they look awful. It is my guess that dickies enjoys making money at the expense of the customer, both by making them pay too much for them and making them look stupid wearing them.1.) They are so tapered they barely fit over any boots you wear.",negative,-0.7642,4
Shubb partial capo,"This is not a shortcut to alternate tuning. But it gives you the best of both alternate tuning and standard chord shapes that you already know. It is an awesome little capo that adds a lot of color to arrangements. It is a great purchase, well worth the price. Experiment and have fun!","But it gives you the best of both alternate tuning and standard chord shapes that you already know. It is an awesome little capo that adds a lot of color to arrangements. It is a great purchase, well worth the price.",positive,0.9832,5
Mr Sun Falls In Love,"Mr Sun is a great character, you find yourself wanting to know more with each page that you get so involved in him you can't stop reading. The story is well told through each of the characters' points of view, and the ending reveals a great twist. It has a lot of elements from mystery to romance, you can't wait for the author to write more. I look forward to reading many tales of Mr Sun.","Mr Sun is a great character, you find yourself wanting to know more with each page that you get so involved in him you can't stop reading. The story is well told through each of the characters' points of view, and the ending reveals a great twist. It has a lot of elements from mystery to romance, you can't wait for the author to write more.",positive,0.9637,5
Everything you want in a novel,"This is a fantastic first novel. Mary Holt Allen not only captures the attention of her reader, but creates whole characters who carry our attention through their failures and successes. I found myself raging at characters only to fall back in love with them again later. And the story is far reaching and simply lovely. You will be thinking of these people as if they are your friends.","Mary Holt Allen not only captures the attention of her reader, but creates whole characters who carry our attention through their failures and successes. I found myself raging at characters only to fall back in love with them again later. And the story is far reaching and simply lovely.",positive,0.9684,1
Never buy a Sony VCR,"I bought this vcr in January of 2002. It was loud, and had several features that we didn't care for (for instance, you can't ""pinpoint FF or Rew""...you can only get it within a minute of the spot you want). But the killer was that after having the vcr for eight months (and using it abt 5 hours a week), it started making the picture flip up and down whenever it taped a program off television. It plays back regular tapes fine, it is fine to watch TV through the VCR, but if you want a VCR to tape your favorite TV shows (and you don't want to get a headache when you watch them), this is NOT the VCR for you!!!I called Sony and they didn't care. I'm never buying another product from them.","It was loud, and had several features that we didn't care for (for instance, you can't ""pinpoint FF or Rew""...you can only get it within a minute of the spot you want). But the killer was that after having the vcr for eight months (and using it abt 5 hours a week), it started making the picture flip up and down whenever it taped a program off television. It plays back regular tapes fine, it is fine to watch TV through the VCR, but if you want a VCR to tape your favorite TV shows (and you don't want to get a headache when you watch them), this is NOT the VCR for you!!",negative,-0.593,4
Great Movie with Great Extras,"This is a classic movie that has been long overdue on DVD. I got my copy in the mail today and the extras are great. My only complaint is that there were not any current interviews with Meg Ryan. The commentary by Rob Reiner is good, but there are lots of sections of the movie that he doesn't say anything.Meg Ryan is my favorite actress and this was my favorite movie of hers until City of Angels came out. This a must buy for anyone that loves Meg or Billy or owns this movie on VHS. The DVD truely represents it well. I would really be excited if they rerelease it in a couple years with a commentary with Billy and Meg.","The commentary by Rob Reiner is good, but there are lots of sections of the movie that he doesn't say anything.Meg Ryan is my favorite actress and this was my favorite movie of hers until City of Angels came out. This a must buy for anyone that loves Meg or Billy or owns this movie on VHS. I would really be excited if they rerelease it in a couple years with a commentary with Billy and Meg.",positive,0.9774,3
okay for the price,"I used it for a week and half and it seem to work as described. I don't know how well its going to work for over a long period of time, but it is cheap so it probably wouldn't last that long. No leakage of air or anything yet. It was the right size for me and I am 5'2, it might be small if your over 6' I'd imagine. Anyways, I recommend it to people who are looking for a temporary place to sleep.","I used it for a week and half and it seem to work as described. I don't know how well its going to work for over a long period of time, but it is cheap so it probably wouldn't last that long. It was the right size for me and I am 5'2, it might be small if your over 6' I'd imagine.",positive,0.1263,4
"the Island from ""Lost""!","I bought the uranium and thought it'd be fun to put it in the microwave. DO NOT MICROWAVE URANIUM. There was a blinding white light and the next thing I know, I woke up on the Island from the TV show ""Lost."" It took me 6 months to convince that jerk Ben Linus to give me the coordinates to get back and write this review.","I bought the uranium and thought it'd be fun to put it in the microwave. There was a blinding white light and the next thing I know, I woke up on the Island from the TV show ""Lost."" It took me 6 months to convince that jerk Ben Linus to give me the coordinates to get back and write this review.",negative,-0.2481,4
not enough colors,"The scarves were good quality but I should have paid more attention to previous reviewers on this gift.the pack had about 5 or 6 black scarves and a couple other colors, nothing like the picture. save your dough on these scarves.","The scarves were good quality but I should have paid more attention to previous reviewers on this gift.the pack had about 5 or 6 black scarves and a couple other colors, nothing like the picture. save your dough on these scarves.",positive,0.5551,9
Done it Again!,"SK's book is full of action, humor, sorrow, joy, and hot steamy love scence that will keep the reader engrossed.","SK's book is full of action, humor, sorrow, joy, and hot steamy love scence that will keep the reader engrossed.",positive,0.8221,2
i agree with all the other one and two star reviewers,amazon has this great feature where you can select all the one star reviews. i did and was gratified by all the creative nd the original ways people said what amounts to the same thing.unlike the author of eragon the readers are creative and interesting. yeah the book has a greeat cover but that has nothing whatsoever to do with whats inside. you have to be really young or have lived in a cave to miss the fact that paolini copied and copied . plus he just doesn't have what it takes yet to write a good book. the hype is kinda difficult to believe on this one. a waste of money and a waste of time pretty much sums it up.,i did and was gratified by all the creative nd the original ways people said what amounts to the same thing.unlike the author of eragon the readers are creative and interesting. yeah the book has a greeat cover but that has nothing whatsoever to do with whats inside. you have to be really young or have lived in a cave to miss the fact that paolini copied and copied .,positive,0.8171,4
Eye Yi Yi.,"""The Eye"" tries to utilize the same formula as ""The Ring"" and a slew of other movies of the same type of genre. These Japanese translated into American versions of ""horror films"" is redundant at this point, because none of them are delivering what they so desperately want, which is cover your eyes gasping terror. I don't know who they are marketing these films to, horror fans? Well try again, there are too many good horror films that have all the suspense and blood and guts you can handle to even take 'The Eye"" seriously. ""The Eye"" was too busy trying to make each scene look pretty, and the story was borderline interesting. But after seeing trash like ""The Grudge"" 1 and 2, all of the novelties of this amatuer scare tactic type suspense thriller doesn't work. It's not creepy, it's not disturbing, it's not horrific, it's childish. This is yet another one that I couldn't sit through, I actually had to force myself to even watch half of it. I'll stick to ""The Ring"", Naomi Watts rules!","""The Eye"" tries to utilize the same formula as ""The Ring"" and a slew of other movies of the same type of genre. Well try again, there are too many good horror films that have all the suspense and blood and guts you can handle to even take 'The Eye"" seriously. But after seeing trash like ""The Grudge"" 1 and 2, all of the novelties of this amatuer scare tactic type suspense thriller doesn't work.",positive,0.7548,9
loved these,these were my favorite condoms til i moved up to magnums.... these are great.. didnt have any latex allergies concerning the girls.. they were nice.. i really enjoyed it.. if your 10 inches long this aint for you.. if your 4 inches long this aint for you either.,these were my favorite condoms til i moved up to magnums.... these are great.. didnt have any latex allergies concerning the girls.. they were nice.. i really enjoyed it.. if your 10 inches long this aint for you.. if your 4 inches long this aint for you either.,positive,0.9545,5
"Avoid the Domestic version, get the Canadian Import","I give this one star based solely on the fact that this transfer should have been complete. Instead, like the CD3, the guitar solo in ""Tougher"" and the intro in ""Chimes"" are missing. The Canadian import has no edits and the same cover art as the original EP (unlike the new US CD, which has a new pic of Bruce). Sure it costs a little more, but worth it. If you're a die hard like me, you'll probably buy them both anyway (like I did).","Instead, like the CD3, the guitar solo in ""Tougher"" and the intro in ""Chimes"" are missing. The Canadian import has no edits and the same cover art as the original EP (unlike the new US CD, which has a new pic of Bruce). If you're a die hard like me, you'll probably buy them both anyway (like I did).",positive,0.3657,6
"A 'New' Group, Beautiful Result","I think one of Rava's best recent albums. Flowing and gorgeous, & amazingconsidering many new members of the group. I think this ensemble works even better than his recent ones with Stefano Bollani.Elegant and interesting jazz ideas throughout. I play it a lot and don't tire of it.",I think one of Rava's best recent albums. I think this ensemble works even better than his recent ones with Stefano Bollani.Elegant and interesting jazz ideas throughout. I play it a lot and don't tire of it.,positive,0.9643,8
Get a Grip,Get one of these ice trays you won't regret it. I mean if you don't have an ice machine but like ice in your drinks how can you refuse to buy this. This ice tray has a grip on the edges so you can hold it better. Get one NOW ! Ü,Get one of these ice trays you won't regret it. I mean if you don't have an ice machine but like ice in your drinks how can you refuse to buy this. Ü,positive,0.7398,4
Shuts off by itself!,"DO NOT BUY THIS B70!!!! Unless you want to buy a new one every 2 weeks like we have done! We are now about to take it back for the 3rd time! At first we thought maybe it was our electricity in our newly constructed house and a problem with our breakers...however upon googleling this issue, I can easily see it happens all the time! It will work fine for about a week, then just start shorting out when it tries to pull water from the reservoir! So annoying! You have to stand there and turn it back on over and over again to try and get one damn cup out of it...and it won't even fill the cup up to the selected size! It's been filling up 4 oz when I choose the largest mug size! This one is going back too. Not sure what we will get in it's place. I am a little sick of buying these expensive landfilling plastic cups! And I miss my D&D coffee!","At first we thought maybe it was our electricity in our newly constructed house and a problem with our breakers...however upon googleling this issue, I can easily see it happens all the time! It will work fine for about a week, then just start shorting out when it tries to pull water from the reservoir! You have to stand there and turn it back on over and over again to try and get one damn cup out of it...and it won't even fill the cup up to the selected size!",negative,-0.8634,4
Camera work not 100% but great music all the same.,"I admit to the fact that the camera work is not ALL that wonderful. But you have to consider how difficult it is to film at a live concert in the dark. At some points, the camera does shake and it becomes hard to see Ziggy. However, the music ROCKS! And it is definitely worth buying! I watch it ALL THE TIME!","I admit to the fact that the camera work is not ALL that wonderful. But you have to consider how difficult it is to film at a live concert in the dark. At some points, the camera does shake and it becomes hard to see Ziggy.",negative,-0.8448,5
A ok but but to easy game,I had odert this game inaug had it beatwithin 3day of ordring it it not the best game but its fun.,I had odert this game inaug had it beatwithin 3day of ordring it it not the best game but its fun.,positive,0.654,10
Straight-on Acoustic Blues,"A friend recommended this lady to me, ""you might like this"". You bet! She hooked me on the opening few bars of the first cut, and really didn't let up. This is traditional acoustic blues, with a very intense vocal effort, a soprano with a very good range. Blues soprano? White girl sings the delta? You bet! She captures traditional blues perfectly, hits it right on.","A friend recommended this lady to me, ""you might like this"". She hooked me on the opening few bars of the first cut, and really didn't let up. This is traditional acoustic blues, with a very intense vocal effort, a soprano with a very good range.",positive,0.9364,9
Awesome,This is a must have!!! These young ladies are awesome and this is JUST THE BEGINNING!!! I guarantee that this music as a whole will make you smile and feel overjoyed. Blessing!,This is a must have!!! These young ladies are awesome and this is JUST THE BEGINNING!!! I guarantee that this music as a whole will make you smile and feel overjoyed. Blessing!,positive,0.9673,6
Over-hyped,"The publicity machine has stoked up again, with locally famous no-name book blurbers and a flashy cover. But in all truth, this is an over-hyped, under-wrought piece of tired prose. Another reviewer said this book is ""...trying so hard to be special"" and that is really true. Watson's ego is so evident here, that is washes away what little quality the writing may have. Skip this book for something more worthy.","The publicity machine has stoked up again, with locally famous no-name book blurbers and a flashy cover. Another reviewer said this book is ""...trying so hard to be special"" and that is really true. Watson's ego is so evident here, that is washes away what little quality the writing may have.",positive,0.8683,2
Shirley Temple paper doll book,"My wife has always been a Shirley fan since childhood. She never had the paper doll books she always wanted, so I thought she should have some now. She enjoys having them, displaying them along with our other Shirley items.","My wife has always been a Shirley fan since childhood. She never had the paper doll books she always wanted, so I thought she should have some now. She enjoys having them, displaying them along with our other Shirley items.",positive,0.6808,2
Another great season from NCIS,"Too many shows have passed their prime before their 8th season, but NCIS is a show that keeps getting better and better. With strong character development in interesting individual episodes, and season-long story arcs, this is a show that is well-written and well acted. The cast does a fantastic job pulling it all together into an interesting and believable story. I highly recommend this season to all NCIS fans. It won't disappoint.","Too many shows have passed their prime before their 8th season, but NCIS is a show that keeps getting better and better. With strong character development in interesting individual episodes, and season-long story arcs, this is a show that is well-written and well acted. The cast does a fantastic job pulling it all together into an interesting and believable story.",positive,0.989,5
Good Basic Deer Hunting Book,"This book by Peter Fiduccia is a good, basic primer for learning about deer hunting and a good buy at $16.95. I found it interesting and learned many good tips and strategies from it. Well worth reading and enjoyable.","This book by Peter Fiduccia is a good, basic primer for learning about deer hunting and a good buy at $16.95. I found it interesting and learned many good tips and strategies from it. Well worth reading and enjoyable.",positive,0.9595,9
Gone With the Wind,"I had to wait awhile, but it was well worth it to get a great rendition of this classic movie","I had to wait awhile, but it was well worth it to get a great rendition of this classic movie",positive,0.8922,3
Amazing Book!!,"Have read this book many times now. Every time I get something new. There is so much information, one can not digest it all. Would highly recommend this for anyone searching for spirituality. This is true Kabbalah.","Have read this book many times now. Every time I get something new. There is so much information, one can not digest it all. Would highly recommend this for anyone searching for spirituality. This is true Kabbalah.",positive,0.8743,2
Suspense and History,"This is the first of four books that are written from Pramoedya Ananta Toer's imprisonment - he spent his years in prison telling this story to his fellow prisoners, and wrote it all down when he got out.Just imagine being imprisoned on a cruel island with the ironic name of Buru (bird). Then imagine Mr. Toer telling you and other prisoners a long story about a young man's political awakening, Indonesia's colonial history - years, days, places, players - and a whole host of other fascinating characters. Complete with suspense and romance, this the first of four long books that contain the whole story of Minke. In each cliffhanger, you can sense where Mr. Toer had to stop telling his story, leaving his captive audience hanging on for the next day...","This is the first of four books that are written from Pramoedya Ananta Toer's imprisonment - he spent his years in prison telling this story to his fellow prisoners, and wrote it all down when he got out.Just imagine being imprisoned on a cruel island with the ironic name of Buru (bird). Then imagine Mr. Toer telling you and other prisoners a long story about a young man's political awakening, Indonesia's colonial history - years, days, places, players - and a whole host of other fascinating characters. Complete with suspense and romance, this the first of four long books that contain the whole story of Minke.",negative,-0.9062,1
"excellent film, poor DVD","I purchased what was labeled a Widescreen (16x9 aspect ratio )DVD of Home Alone.What I received was a 4x3 version with the top and bottom of the frame chopped off.I was able to verify this with my 4x3 VHS tape version of Home Alone. The transfer to DVD was so poor it had barely a sharper picture than my VHS.It's a shame such a fine film should be butchered for what is otherwise a decent medium.It's bad enough that the left and right side of the frame is chopped off for the 4x3 version and most widescreen versions with an aspect ratio of 1.85:1, but to further cut off the top and bottom is a disgrace.","I purchased what was labeled a Widescreen (16x9 aspect ratio )DVD of Home Alone.What I received was a 4x3 version with the top and bottom of the frame chopped off.I was able to verify this with my 4x3 VHS tape version of Home Alone. The transfer to DVD was so poor it had barely a sharper picture than my VHS.It's a shame such a fine film should be butchered for what is otherwise a decent medium.It's bad enough that the left and right side of the frame is chopped off for the 4x3 version and most widescreen versions with an aspect ratio of 1.85:1, but to further cut off the top and bottom is a disgrace.",negative,-0.8734,7
Still a very good story,"1984 was for me the most interesting book I've read in 2000. Though the book is written in a time in which the political spectrum in the world was totally different, this book still has a high warning rate for everybody who is thinking that freedom, or better said, being free, is something that is well assured nowadays. The treath of being dominated by 'things', and not , is with the continuing rise of the technological influence in modern society still a great treath. Besides, we already have a Big Brother. The TV-program with the same name, which started in my home country, is now conquering the world. As if this program doesn't demonstrate the fact that we are about to loose our knowledge for making ethical decisions. 1984 is still a warning for everybody, and therefore highly recommendable.","Though the book is written in a time in which the political spectrum in the world was totally different, this book still has a high warning rate for everybody who is thinking that freedom, or better said, being free, is something that is well assured nowadays. The treath of being dominated by 'things', and not , is with the continuing rise of the technological influence in modern society still a great treath. The TV-program with the same name, which started in my home country, is now conquering the world.",positive,0.9701,2
Gimmicks don't make good music!,"It's hard to take the music seriously when I doubt that they're even being honest about their sexuality.Music-wise, it sounds like old-school Britney Spears trying to rock out - horrible on paper, even horribler live (I know that horribler isn't a word, but this stuff is so bad, that it deserves a new word for bad that means ten thousand times worse than CRAP!) Clever idea, trying to capitalize on an industry driven by sex appeal, but little more than that. Even watching them make out on stage gets boring after a while.","It's hard to take the music seriously when I doubt that they're even being honest about their sexuality.Music-wise, it sounds like old-school Britney Spears trying to rock out - horrible on paper, even horribler live (I know that horribler isn't a word, but this stuff is so bad, that it deserves a new word for bad that means ten thousand times worse than CRAP!) Clever idea, trying to capitalize on an industry driven by sex appeal, but little more than that. Even watching them make out on stage gets boring after a while.",negative,-0.9736,8
great and up-beat,I really like this CD. It is very versatile and it's a great song to work out to...or fall asleep to. I keep this CD in my bag at all times.I can't wait Destiny's child's next album.Buy the album and don't let others spoil it for you.,I really like this CD. It is very versatile and it's a great song to work out to...or fall asleep to. I keep this CD in my bag at all times.I can't wait Destiny's child's next album.Buy the album and don't let others spoil it for you.,positive,0.8999,8
"fun,gripping film noir","even for those of you who don't like the older films this one might grab you. good example of film noir with dramatic music, dramatic lighting and well-picked cast. the plot involves a devoted husband and a scheming husband. plot accelerates into a mind-blowing climax.","even for those of you who don't like the older films this one might grab you. good example of film noir with dramatic music, dramatic lighting and well-picked cast. the plot involves a devoted husband and a scheming husband.",positive,0.5408,7
Bad DVD and no story.....,"Well when Dimension Films (owned by the Disney Company) released this movie on DVD. It was this largely bare bones release, followed some months later by an unrated two disk set. Now right away, that was bad and cheap DVD work. Done largely by studio greed to make more money and that's all.Ignoring that however and the violent nature of this movie, coming down to film content itself. There is no story. There is nothing here at all that counts as story. No acting, no script, lots of MTV style work here, but no story at all. And if a movie has no story, it is nothing.Not to mention the fact that is porn.","Done largely by studio greed to make more money and that's all.Ignoring that however and the violent nature of this movie, coming down to film content itself. No acting, no script, lots of MTV style work here, but no story at all. And if a movie has no story, it is nothing.Not to mention the fact that is porn.",negative,-0.9344,7
Jr. High,This is the worse rap album I've heard in a long time. The lyrics have no meaning or message. It's just your basic Yo Yo Yo Word Up Ho. Buy Some classic Fat Pat.,This is the worse rap album I've heard in a long time. The lyrics have no meaning or message. It's just your basic Yo Yo Yo Word Up Ho. Buy Some classic Fat Pat.,negative,-0.6486,8
NOT the best out there!,"As a pharmacy-tech instructor, I've used this series and am not impressed--neither were most of my students. A new book (PTCE prep book) by Mosby is available and is excellent. Good luck to all taking the new computerized PTCE!","As a pharmacy-tech instructor, I've used this series and am not impressed--neither were most of my students. A new book (PTCE prep book) by Mosby is available and is excellent. Good luck to all taking the new computerized PTCE!",positive,0.7793,2
LET THE REVIEWS TELL THE STORY,"""Beautifully descriptive, nonstop action novel on the Hindu epic Ramayana, artfully weaving in strong themes on the environment and peace,"" American Library Association's Booklist.","""Beautifully descriptive, nonstop action novel on the Hindu epic Ramayana, artfully weaving in strong themes on the environment and peace,"" American Library Association's Booklist.",positive,0.9153,1
Not worth it,This was easy to install and worked great for about 8 months. Then is started causing electrical problems with my turn signals. I shouldn't have to replace this every 8 months so I will be trying the Curt brand to see if it will last longer.,This was easy to install and worked great for about 8 months. Then is started causing electrical problems with my turn signals. I shouldn't have to replace this every 8 months so I will be trying the Curt brand to see if it will last longer.,positive,0.5624,4
Possibly the best jazz album of all time,"Stanley Chick Joe & Airto kill on this. Flora is a little pitchy sometimes but so soulfull.... with Light as a Feather, 500 Miles High and Spain ....... WOW","Stanley Chick Joe & Airto kill on this. Flora is a little pitchy sometimes but so soulfull.... with Light as a Feather, 500 Miles High and Spain ....... WOW",positive,0.7935,8
Love this movie,"This is one of my all time favorite movies, great story line, I laughed and cried, classic movie, a must see","This is one of my all time favorite movies, great story line, I laughed and cried, classic movie, a must see",positive,0.9136,3
Sound is defective,"When I try to watch this, I have to turn the sound on my TV all the way up to hear it and even then it's still too low. Some parts are better than others, but I was not pleased with the sound recording quality.","When I try to watch this, I have to turn the sound on my TV all the way up to hear it and even then it's still too low. Some parts are better than others, but I was not pleased with the sound recording quality.",negative,-0.566,7
Redundant and Too Expensive,"This book is not on the FRM reading list. The author already has one book for the GARP exam, and this one covers all the same material in much the same manner. There is little that is new here. It is just regurgitating the same stuff. The message seems to be that, if you can't make sense of his first book, you should shell out $100 to give him a second chance. Save your money. It is not worth it.","The author already has one book for the GARP exam, and this one covers all the same material in much the same manner. The message seems to be that, if you can't make sense of his first book, you should shell out $100 to give him a second chance. Save your money.",positive,0.5475,2
"Fast, hot, weak.","I was excited to try this device. We were given it as a gift. I love a strong, smoky, deeply flavorful, natural cup of coffee in the morning. One that will hold up to the half and half, and one that's not ruined with synthetic flavors. My cup is a full 12 oz, but that's about it for the day.We have been using a french press and grind our our beans.I am quite disappointed in the final product with the coffee. Ease of use, to me, just ends up tasting like old fashioned weak vending machine coffee.What surprises me most, is that I guess I am the only one who has come to this conclusion.","One that will hold up to the half and half, and one that's not ruined with synthetic flavors. My cup is a full 12 oz, but that's about it for the day.We have been using a french press and grind our our beans.I am quite disappointed in the final product with the coffee. Ease of use, to me, just ends up tasting like old fashioned weak vending machine coffee.What surprises me most, is that I guess I am the only one who has come to this conclusion.",positive,0.7598,4
Get it for the music!,"It's been eleven years since I saw this concert live on television so it was great to revisit it by getting the DVD. Fortunately, there is also great option on the discs to play just the concert songs, so a lot of the emotional scenes which were appropriate for the time but hard to sit through now, are deleted. David Bowie sets the scene with a great opening, hitting all the notes, but for mine, it was The Who that stole the show. Absolutely outstanding. Sad to say that their performance in the recent Sandy Relief concert compares rather badly so this DVD catches them in their prime, or at least not far past it! Paul McCartney as usual ends the show in great style. Great value and I'll be watching it again for sure.","It's been eleven years since I saw this concert live on television so it was great to revisit it by getting the DVD. Fortunately, there is also great option on the discs to play just the concert songs, so a lot of the emotional scenes which were appropriate for the time but hard to sit through now, are deleted. David Bowie sets the scene with a great opening, hitting all the notes, but for mine, it was The Who that stole the show.",positive,0.9868,5
Hard to read,"When I ordered this book I didn't realize it would be so hard to read. I had always heard about this book but never read it, I still haven't. It has too much slang and half words in it. For as well known as it is I don't know how anybody read it. The story behind it is probably a very good story, but I couldn't understand enough of it to read more than the first chapter then it was placed on the book shelf. And I now know why it looks new and was sold as used, the fist purchaser probably couldn't read it either.","For as well known as it is I don't know how anybody read it. The story behind it is probably a very good story, but I couldn't understand enough of it to read more than the first chapter then it was placed on the book shelf. And I now know why it looks new and was sold as used, the fist purchaser probably couldn't read it either.",positive,0.7435,1
read some of the book before buying,"I thought the premise for this book was very good, and I bought it with the intent to read it and share it with friends. However, I returned the book for a refund after reading less than half of the story.The main character in the story was constantly swearing or crying. The cleanliness of the kitchen was questionable, which was making me lose my appetite for the French food being prepared. The only eggs I want to read about in a book about cooking are the kind that come from hens. I really did not want to know that the main character was able to pay off her credit cards by selling her own eggs - twice! Parts of the story describe the main character's job near Ground Zero as an impatient and unsympathetic secretary at an agency that assisted families of the victims of 9/11.My advice to readers is to read a good portion of this book in a bookstore before you decide to purchase it, especially if you intend to give this book as a gift.","I thought the premise for this book was very good, and I bought it with the intent to read it and share it with friends. However, I returned the book for a refund after reading less than half of the story.The main character in the story was constantly swearing or crying. Parts of the story describe the main character's job near Ground Zero as an impatient and unsympathetic secretary at an agency that assisted families of the victims of 9/11.My advice to readers is to read a good portion of this book in a bookstore before you decide to purchase it, especially if you intend to give this book as a gift.",positive,0.8126,2
This film is it!,"I got a sneak peek of this film when it premiered out at Winter X-Games last year and man what a flick! It's all there, Summer X coverage, Winter X coverage, Prague, Spain, and a SICK Glamis section! There's even a funny Mini-50cc section that will leave you laughing yer arse off! It's loaded with ""extras"" too. Caleb Wyatt's first successful backflip, and some cool footage of the Militia boys practicing the backflip up at the Point X Camp. Highly Reccomended!!!","I got a sneak peek of this film when it premiered out at Winter X-Games last year and man what a flick! It's all there, Summer X coverage, Winter X coverage, Prague, Spain, and a SICK Glamis section! Caleb Wyatt's first successful backflip, and some cool footage of the Militia boys practicing the backflip up at the Point X Camp.",positive,0.8456,7
Superb,"This album works well as a continuous listen as well as each individual piece being excellent. Sound quality is good. This is my third Ayler recording purchase, the first being theVibrationsLP and the second theSpiritual UnityCD. I rate this album far higher than Spiritual Unity which I find aesthetically spartan and simplistic. For a couple of good versions of Ghosts, a tune which is absent on this compilation I would recommend the Vibrations album (with Don Cherry, Gary Peacock, and Sonny Murray) which is a killer and also available as a used CDVibrations- click this to read others reviews of this album.","This album works well as a continuous listen as well as each individual piece being excellent. This is my third Ayler recording purchase, the first being theVibrationsLP and the second theSpiritual UnityCD. For a couple of good versions of Ghosts, a tune which is absent on this compilation I would recommend the Vibrations album (with Don Cherry, Gary Peacock, and Sonny Murray) which is a killer and also available as a used CDVibrations- click this to read others reviews of this album.",positive,0.9325,8
Not Durable,"My wife used hers no more than 4 times and it burned up. She was not using very heavy at one time. This unit was just not up to standards we set, but for the money, I guess you get what you pay for.Invest in a more expensive unit.","My wife used hers no more than 4 times and it burned up. She was not using very heavy at one time. This unit was just not up to standards we set, but for the money, I guess you get what you pay for.Invest in a more expensive unit.",negative,-0.296,4
Rembrant works without pain or annoying strips,"This product is so different than the tv says. The strips are really hard to put on, and they only cover a 8 teeth, when 10 teeth show when you smile. So unless you put the excess stips on the rest, you have some white, and some yellow teeth when you smile. The strips are hard to keep on for 20 minutes, and the product tastes gross.I paid 40 bucks for these, and half are still in the box. I went out and bought the 20 dollar Rembrant set with the gel and trays and it works so much better. The gel stays on the teeth and tastes like a pleasant toothpaste. It whitens and the trays are easy to keep in. I will throw-out the Crest strips, if I can't give them away...do not use them!","So unless you put the excess stips on the rest, you have some white, and some yellow teeth when you smile. The strips are hard to keep on for 20 minutes, and the product tastes gross.I paid 40 bucks for these, and half are still in the box. I went out and bought the 20 dollar Rembrant set with the gel and trays and it works so much better.",positive,0.9586,4
OEM is best,"I glad I finally bit the bullet and bought an OEM cartridge. I have been using refurbished toner cartridges with both good and bad results. I decided to buy a new cartridge because I was tired of gambling with the quality of my documents and don't have time to mess around sending poor-quality cartridges back, taking the chance of getting another bad one. For me, the price is worth the quality.","I glad I finally bit the bullet and bought an OEM cartridge. I have been using refurbished toner cartridges with both good and bad results. I decided to buy a new cartridge because I was tired of gambling with the quality of my documents and don't have time to mess around sending poor-quality cartridges back, taking the chance of getting another bad one.",positive,0.1531,4
The book that really works!,"This well-written, conversational and sensible book provides helpful advice for the perimenopausal woman. Addressing each of the major areas affected by menopause (hormonal, cardiovascular, cognitive/emotional, bone health), Ms. Taylor provides sound, referenced explanations and explores intervention options with the reader including evaluations of efficacy and safety. This book is the Honest Herbal of non-pharmaceutical menopause therapies. I whole-heartedly recommend it not only to women approaching/undergoing menopause, but to their families as well. Additionally, it is an excellent resource for health care practitioners working in the area of women's health who would like to offer their patients non-pharmaceutical intervention options.","Addressing each of the major areas affected by menopause (hormonal, cardiovascular, cognitive/emotional, bone health), Ms. Taylor provides sound, referenced explanations and explores intervention options with the reader including evaluations of efficacy and safety. This book is the Honest Herbal of non-pharmaceutical menopause therapies. Additionally, it is an excellent resource for health care practitioners working in the area of women's health who would like to offer their patients non-pharmaceutical intervention options.",positive,0.9674,2
